,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
1747,"[Accademia di Belle Arti di Roma, Rome, Italy]","[Futurism, Metaphysical art]",12 May 1885,"Sassari, Sardinia, Italy",13 August 1961,"Milan, Italy",,,[painting],"[Gino Severini, Umberto Boccioni]",,https://uploads8.wikiart.org/temp/a343aced-234d-461d-b06c-24ba44f8c9ed.jpg!Portrait.jpg,[Futurism],,https://www.wikiart.org/en/mario-sironi,Mario Sironi,Italian,,"[Novecento Italiano, Milan Futurist Group]",,,,[Giacomo Balla],[ http://en.wikipedia.org/wiki/Mario_Sironi ]
1748,"[Akademie der Bildenden Künste München (Munich Academy), Munich, Germany, Athens School of Fine Arts (ASFA), Athens, Greece]","[Surrealism, Metaphysical art]",10 July 1888,,20 November 1978,,1978.0,,[painting],,,https://uploads1.wikiart.org/images/giorgio-de-chirico.jpg!Portrait.jpg,"[Raphael, Arnold Böcklin, Alfred Kubin]","[Salvador Dali, Rene Magritte, Carlo Carra, Metaphysical art, Surrealism, Lettrism, Yves Tanguy]",https://www.wikiart.org/en/giorgio-de-chirico,Giorgio de Chirico,Italian,,,,,1909.0,,[ http://en.wikipedia.org/wiki/Giorgio_de_Chirico ]
1749,,"[Metaphysical art, Magic Realism]",20 July 1890,"Castel Guelfo / Castel Guelfo Di Bologna, Italy",18 June 1964,"Bologna, Italy",,,[painting],,[still life],https://uploads8.wikiart.org/temp/86bedd7f-b4c2-43b7-9bc0-8779b2f9c64d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/giorgio-morandi,Giorgio Morandi,Italian,,[Novecento Italiano],,,,,[ http://en.wikipedia.org/wiki/Giorgio_Morandi ]
1750,,[Metaphysical art],30 October 1895,,08 September 1979,,1979.0,,[painting],,,https://uploads8.wikiart.org/images/mario-tozzi.jpg,,,https://www.wikiart.org/en/mario-tozzi,Mario Tozzi,Italian,,[Novecento Italiano],,[www.mariotozzi.it,,,
", www.catalogogeneralemariotozzi.it]",1911,,[ https://en.wikipedia.org/wiki/Mario_Tozzi ],,,,,,,,,,,,,,,,,,,,,
1751,,"[Surrealism, Magic Realism]",10 August 1880,"Nantes, France",26 September 1950,"Milan, Italy",,,"[painting, design, illustration]",,[still life],https://uploads2.wikiart.org/images/pierre-roy.jpg!Portrait.jpg,,,https://www.wikiart.org/en/pierre-roy,Pierre Roy,French,,,,,,,[ http://en.wikipedia.org/wiki/Pierre_Roy_(painter) ]
1752,,"[Expressionism, Magic Realism]",27 November 1886,"Tokyo, Japan",29 January 1968,"Zürich, Switzerland",,,"[painting, printmaking]",,,https://uploads3.wikiart.org/images/tsuguharu-foujita(1).jpg!Portrait.jpg,,,https://www.wikiart.org/en/tsuguharu-foujita,Tsuguharu Foujita,Japanese,,[École de Paris],,,,,[ http://en.wikipedia.org/wiki/Tsuguharu_Foujita ]
1753,,"[Metaphysical art, Magic Realism]",20 July 1890,"Castel Guelfo / Castel Guelfo Di Bologna, Italy",18 June 1964,"Bologna, Italy",,,[painting],,[still life],https://uploads8.wikiart.org/temp/86bedd7f-b4c2-43b7-9bc0-8779b2f9c64d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/giorgio-morandi,Giorgio Morandi,Italian,,[Novecento Italiano],,,,,[ http://en.wikipedia.org/wiki/Giorgio_Morandi ]
1754,,"[Dada, New Objectivity (Neue Sachlichkeit), Magic Realism]",21 August 1894,"Miesbach, Upper Bavaria, Germany",25 February 1982,"Stuttgart, Germany",,,[painting],,[portrait],https://uploads4.wikiart.org/temp/ba1c16eb-658c-4497-803a-435f41fcc84d.jpg,,,https://www.wikiart.org/en/christian-schad,Christian Schad,German,,,,,,,[ http://en.wikipedia.org/wiki/Christian_Schad ]
1755,,[Magic Realism],14 January 1897,"Desenzano del Garda, Italy",29 May 1946,"Venice, Italy",,,[painting],,,https://uploads2.wikiart.org/images/cagnaccio-di-san-pietro.jpg,,,https://www.wikiart.org/en/cagnaccio-di-san-pietro,Cagnaccio di San Pietro,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Cagnaccio_di_San_Pietro ]
1756,,[Magic Realism],20 February 1897,"недалеко от Чикаго (Иллинойс), United States",18 November 1983,"Вудсток (Вермонт), United States",,,[painting],,[self-portrait],https://uploads8.wikiart.org/temp/313a14ac-eebe-4005-8496-6386eb9fc752.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ivan-albright,Ivan Albright,American,,,,,,,[ http://en.wikipedia.org/wiki/Ivan_Albright ]
1757,,"[Neoclassicism, Magic Realism]",16 March 1897,"Rome, Italy",16 July 1963,"Rome, Italy",,,[painting],,"[genre painting, landscape]",https://uploads8.wikiart.org/temp/17cce509-9f57-4427-b816-d881b29d18da.jpg!Portrait.jpg,,,https://www.wikiart.org/en/antonio-donghi,Antonio Donghi,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Antonio_Donghi ]
1758,,[Magic Realism],07 March 1900,"Amsterdam, Netherlands",19 October 1983,,1983.0,,[painting],,,https://uploads8.wikiart.org/temp/825cea42-8f10-473e-9c41-3bdf89a7efe9.jpg!Portrait.jpg,,,https://www.wikiart.org/en/carel-willink,Carel Willink,Dutch,,,,,1920.0,,[ http://en.wikipedia.org/wiki/Carel_Willink ]
1759,,[Magic Realism],22 July 1903,"Acton, London, United Kingdom",02 September 1942,,,,"[painting, design]",,,https://uploads2.wikiart.org/images/eric-ravilious.jpg,[Samuel Palmer],,https://www.wikiart.org/en/eric-ravilious,Eric Ravilious,British,,,,,,,[ https://en.wikipedia.org/wiki/Eric_Ravilious ]
1760,,[Magic Realism],26 March 1904,"Portsmouth, Ohio, United States",04 June 2000,,,,[painting],,,https://uploads7.wikiart.org/images/clarence-holbrook-carter.jpg!Portrait.jpg,,,https://www.wikiart.org/en/clarence-holbrook-carter,Clarence Holbrook Carter,American,,,,,,,[ http://en.wikipedia.org/wiki/Clarence_Holbrook_Carter ]
1761,,"[Social Realism, Magic Realism]",1906,"Cairo, Egypt",1956,"Amagansett, New York, United States",,,[painting],,,https://uploads0.wikiart.org/images/o-louis-guglielmi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/o-louis-guglielmi,O. Louis Guglielmi,Egyptian,,,,[www.artcyclopedia.com],,,
1762,,"[Magic Realism, Art Informel]",1909,,1993,,,,[painting],,,https://uploads8.wikiart.org/temp/57767999-34fa-430d-9248-e7f22ae04564.jpg!Portrait.jpg,,,https://www.wikiart.org/en/greta-freist,Greta Freist,Austrian,,[École de Paris],,,,,
1763,,"[Surrealism, Magic Realism]",23 March 1913,"Istanbul, Turkey",07 December 1993,"Paris, France",1993.0,,"[painting, illustration, drawing, graphics]",,,https://uploads8.wikiart.org/temp/e3d02da7-076d-4024-9ccf-6aabe36dddd2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/abidin-dino,Abidin Dino,Turkish,,,,,1930.0,,[ http://en.wikipedia.org/wiki/Abidin_Dino ]
1764,"[Art Center College of Design, Pasadena, CA, US]",[Magic Realism],26 April 1916,"New York, United States",20 July 2000,,,,"[painting, illustration, animation]",,,https://uploads0.wikiart.org/images/eyvind-earle.jpg,,,https://www.wikiart.org/en/eyvind-earle,Eyvind Earle,American,[ http://www.eyvindearle.com/ ],,,,,,[ http://en.wikipedia.org/wiki/Eyvind_Earle ]
1765,,[Magic Realism],21 March 1925,"Valladolid, Spain",28 September 1976,"Eltville am Rhein, Walluf, Germany",,,[painting],,,https://uploads8.wikiart.org/temp/b5399407-66ac-4956-82f5-bb3c984e9851.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jose-manuel-capuletti,Jose Manuel Capuletti,Spanish,,,,[www.capuletti.com],,,
1766,,"[Magic Realism, Art Informel]",1926,"Lisbon, Portugal",1995,"Lisbon, Portugal",,,"[painting, printmaking, engraving, drawing]",,,https://uploads4.wikiart.org/temp/aad7498b-f142-448b-bf4e-1ce948a3c222.jpg,,,https://www.wikiart.org/en/menez,Menez,Portuguese,,,,,,,[ https://en.wikipedia.org/wiki/Maria_Inês_Ribeiro_da_Fonseca ]
1767,,[Magic Realism],15 May 1942,Romania,,,,,[painting],,,https://uploads5.wikiart.org/images/stefan-caltia.jpg!Portrait.jpg,,,https://www.wikiart.org/en/stefan-caltia,Stefan Caltia,Romanian,,,,,,,[ https://en.wikipedia.org/wiki/Ștefan_Câlția ]
1768,,"[Magic Realism, Pittura Colta]",11 April 1944,"Turda, Romania",,,,,[painting],,,https://uploads8.wikiart.org/temp/754b85c0-3b66-465b-82d6-e043d3aa0ae4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/nicolae-maniu,Nicolae Maniu,Romanian,,,,[nicolaemaniu.com],,,
1769,,[Magic Realism],1959,"Edinburgh, Scotland, United Kingdom",,,,,[painting],,,https://uploads8.wikiart.org/temp/721aae96-542f-4e9e-b1fe-7c6f65370ebe.jpg!Portrait.jpg,,,https://www.wikiart.org/en/peter-doig,Peter Doig,British,,,,,,,[ http://en.wikipedia.org/wiki/Peter_Doig ]
1770,,"[Cubo-Futurism, Suprematism, Constructivism, Art Deco]",06 January 1882,"Białystok, Poland",17 March 1949,"Paris, France",,,"[painting, design]","[Oleksandr Bogomazov, David Burliuk, Kazimir Malevich]",[design],https://uploads2.wikiart.org/images/александра-экстер-григорович.jpg!Portrait.jpg,,,https://www.wikiart.org/en/aleksandra-ekster,Aleksandra Ekster,Ukrainian,,"[Jack of Diamonds, Société des Artistes Indépendants (Society of Independent Artists), Supremus, Soyuz Molodyozhi (Union of the Youth)]",,,,,[ http://en.wikipedia.org/wiki/Aleksandra_Ekster ]
1771,,[Art Deco],21 February 1882,"Bordeaux, France",1964,,,,"[painting, printmaking, design]",,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/jean-dupas,Jean Dupas,French,,,,,,,[ http://en.wikipedia.org/wiki/Jean_Dupas ]
1772,,"[Symbolism, Expressionism, Art Deco]",10 December 1884,"Kharkiv, Ukraine",19 September 1967,"Paris, France",,,[painting],,,https://uploads3.wikiart.org/images/zinaida-serebriakova.jpg!Portrait.jpg,,,https://www.wikiart.org/en/zinaida-serebriakova,Zinaida Serebriakova,Ukrainian,,[Mir Iskusstva (World of Art)],,,,,[ http://en.wikipedia.org/wiki/Zinaida_Serebriakova ]
1773,"[École des Beaux-Arts, Paris, France, Académie Colarossi, Paris, France, Académie de La Palette, Paris, France]","[Post-Impressionism, Art Deco]",15 December 1884,"Mogilno, Belarus",15 January 1926,"Paris, France",,,[painting],,,https://uploads4.wikiart.org/images/eugeniusz-ak.jpg!Portrait.jpg,[Les Nabis],,https://www.wikiart.org/en/eugeniusz-ak,Eugeniusz Żak,Belarusian,,[École de Paris],,,,[Jean-Leon Gerome],[ https://en.wikipedia.org/wiki/Eugeniusz_Zak ]
1774,,[Art Deco],1885,"Bordeaux, France",1962,,,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/raphael-delorme,Raphael Delorme,French,,,,[www.hcotation.com],,,
1775,,[Art Deco],05 January 1886,"Dover (Kent), United Kingdom",27 October 1948,"Dover (Kent), United Kingdom",,,"[illustration, engraving]",,"[advertisement, illustration]",https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/john-austen,John Austen,,,,,,,,[ https://en.wikipedia.org/wiki/John_Austen_(illustrator) ]
1776,,[Art Deco],23 November 1892,"St. Petersburg, Russian Federation",21 April 1990,"Paris, France",,,"[painting, design]",,,https://uploads8.wikiart.org/temp/035b4802-634a-4d09-9cba-aa205fc80f43.jpg!Portrait.jpg,,,https://www.wikiart.org/en/erte,Erte,Russian,,,,,,,[ http://en.wikipedia.org/wiki/Erté ]
1777,,"[Art Nouveau, Art Deco]",07 April 1893,,15 June 1970,,1970.0,,"[painting, illustration, drawing]",,,https://uploads7.wikiart.org/images/jose-de-almada-negreiros.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jose-de-almada-negreiros,Jose de Almada-Negreiros,Portuguese,,,,,1911.0,,[ http://en.wikipedia.org/wiki/José_de_Almada_Negreiros ]
1778,,"[Expressionism, Art Deco]",22 June 1897,,23 February 1958,"Madrid, Spain",,,"[painting, design, illustration]",,,https://uploads5.wikiart.org/images/carlos-saenz-de-tejada.jpg!Portrait.jpg,,,https://www.wikiart.org/en/carlos-saenz-de-tejada,Carlos Saenz de Tejada,Spanish,,,,,,,
1779,,[Art Deco],1898,,06 December 1985,,,,"[painting, design]",,,https://uploads4.wikiart.org/temp/79d7da30-c9b2-4434-b606-0ca84a189507.jpg,,,https://www.wikiart.org/en/john-vassos,John Vassos,Greek,,,,,,,[ http://en.wikipedia.org/wiki/John_Vassos ]
1780,,[Art Deco],1898,"Silves, Portugal",1962,"Lisbon, Portugal",,,"[painting, illustration, drawing]",,,https://uploads8.wikiart.org/temp/c1dd83d6-ebc1-4cc4-98b4-8a97a33c7757.jpg!Portrait.jpg,,,https://www.wikiart.org/en/bernardo-marques,Bernardo Marques,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/Bernardo_Marques ]
1781,"[Académie de la Grande Chaumière, Paris, France]",[Art Deco],16 May 1898,"Warsaw, Poland",18 March 1980,"Cuernavaca, Mexico",,,[painting],"[Georgia O'Keeffe, Willem de Kooning]",,https://uploads8.wikiart.org/00109/images/tamara-de-lempicka/1.jpg!Portrait.jpg,"[Jean Auguste Dominique Ingres, Pablo Picasso]",,https://www.wikiart.org/en/tamara-de-lempicka,Tamara de Lempicka,Polish,,,,,,"[Maurice Denis, André Lhote]",[ http://en.wikipedia.org/wiki/Tamara_de_Lempicka ]
1782,,[Art Deco],20 August 1898,Armenia,01 April 1985,Italy,,,,,,https://uploads0.wikiart.org/images/gregorio-sciltian.jpg!Portrait.jpg,,,https://www.wikiart.org/en/gregorio-sciltian,Gregorio Sciltian,Armenian,,,,,,,
1783,,[Art Deco],24 January 1901,"Kharkiv, Ukraine",17 June 1968,"Paris, France",,,[design],,[poster],https://uploads8.wikiart.org/temp/9a64e6b8-f017-4635-a429-7affa0465c90.jpg!Portrait.jpg,,,https://www.wikiart.org/en/cassandre,Cassandre,Ukrainian,,,,[www.cassandre.fr],,,[ https://en.wikipedia.org/wiki/Cassandre_(artist) ]
1784,,[Purism],15 April 1886,"Saint-Quentin, Aisne, France",04 May 1966,"Cannes, France",,,"[painting, art theory]",,[still life],https://uploads4.wikiart.org/temp/12b6fbdd-c252-4676-b3cd-6db58fce98b9.jpg,,,https://www.wikiart.org/en/amedee-ozenfant,Amedee Ozenfant,French,,,,,,,[ http://en.wikipedia.org/wiki/Amédée_Ozenfant ]
1785,,"[Cubism, Purism]",06 October 1887,"La Chaux-de-Fonds, Switzerland",27 August 1965,"Roquebrune-Cap-Martin, France",,,"[painting, design, architecture]",[Fernand Leger],,https://uploads4.wikiart.org/images/le-corbusier.jpg!Portrait.jpg,[John Ruskin],,https://www.wikiart.org/en/le-corbusier,Le Corbusier,Swiss,,,,,,,[ https://en.wikipedia.org/wiki/Le_Corbusier ]
1786,,"[Abstract Art, Dada, Purism]",24 August 1889,"Bougourouslan, Russian Federation",24 November 1975,"Villeneuve-Saint-Georges, France",,,"[painting, printmaking, performance]",,"[still life, abstract]",https://uploads8.wikiart.org/images/serge-charchoune.jpg!Portrait.jpg,,,https://www.wikiart.org/en/serge-charchoune,Serge Charchoune,Russian,,,,"[smartmuseum.uchicago.edu, www.mummeryschnelle.com]",,,[ http://fr.wikipedia.org/wiki/Serge_Charchoune ]
1787,,"[Futurism, Precisionism]",13 June 1877,"Muro Lucano, Italy",05 November 1946,"New York City, United States",,,[painting],,,https://uploads5.wikiart.org/images/joseph-stella.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joseph-stella,Joseph Stella,American,,[Stieglitz group],,,,,[ http://en.wikipedia.org/wiki/Joseph_Stella ]
1788,,"[Dada, Precisionism]",15 October 1881,"Philadelphia, United States",13 October 1918,,,,"[painting, photography]",,,https://uploads7.wikiart.org/images/morton-shamberg.jpg!Portrait.jpg,,,https://www.wikiart.org/en/morton-shamberg,Morton Shamberg,Jewish,,,,,,,[ http://en.wikipedia.org/wiki/Morton_Livingston_Schamberg ]
1789,,[Precisionism],16 July 1883,"Philadelphia, Pennsylvania, United States",07 May 1965,"Dobbs Ferry, New York, United States",,,"[painting, photography]",,,https://uploads8.wikiart.org/temp/6c9aaf25-0949-4611-aba8-b31a4153748d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/charles-sheeler,Charles Sheeler,American,,,,,,,[ http://en.wikipedia.org/wiki/Charles_Sheeler ]
1790,,[Precisionism],08 November 1883,,23 October 1935,,,,"[painting, drawing, graphics]",,,https://uploads8.wikiart.org/temp/0288d1d2-3237-4f58-b924-fd34db2a4180.jpg!Portrait.jpg,,,https://www.wikiart.org/en/charles-demuth,Charles Demuth,American,,[Stieglitz group],,,,,[ http://en.wikipedia.org/wiki/Charles_Demuth ]
1791,"[Art Students League of New York, New York City, NY, US, School of the Art Institute of Chicago (SAIC), Chicago, IL, US]",[Precisionism],15 November 1887,"Sun Prairie, Wisconsin, United States",06 March 1986,"Santa Fe, New Mexico, United States",,,[painting],"[Alfred Stieglitz, Arthur Dove, Tamara de Lempicka]",,https://uploads8.wikiart.org/images/georgia-o-keeffe.jpg!Portrait.jpg,"[Auguste Rodin,  Wassily Kandinsky, Frida Kahlo]","[Judy Chicago, Andy Warhol]",https://www.wikiart.org/en/georgia-o-keeffe,Georgia O'Keeffe,American,,[Stieglitz group],,,,,[ http://en.wikipedia.org/wiki/Georgia_O'Keeffe ]
1792,,"[Cubism, Precisionism]",07 December 1892,"Philadelphia, United States",24 June 1964,United States,1964.0,,[painting],,,https://uploads8.wikiart.org/temp/3691a7d5-a665-444d-a0e1-7659a0ffdfbd.jpg!Portrait.jpg,,,https://www.wikiart.org/en/stuart-davis,Stuart Davis,American,,,,,1912.0,,[ http://en.wikipedia.org/wiki/Stuart_Davis_(painter) ]
1793,,[Precisionism],05 September 1906,Canada,27 April 1978,"Houston, Texas, United States",,,"[painting, lithography, photography]",,,https://uploads8.wikiart.org/temp/a2c16eeb-f808-46dc-ae52-a4e160dcfe32.jpg!Portrait.jpg,,,https://www.wikiart.org/en/ralston-crawford,Ralston Crawford,Canadian,,[Independent Group],,,,,[ http://en.wikipedia.org/wiki/Ralston_Crawford ]
1794,,"[Precisionism, Contemporary Realism]",24 August 1920,"Toronto, Ontario, Canada",16 July 2013,"Wolfville, Nova Scotia, Canada",,,"[painting, fresco, engraving, drawing]",,,https://uploads8.wikiart.org/temp/46e30143-751f-49f7-8de1-f1d91c6683a1.jpg!Portrait.jpg,,,https://www.wikiart.org/en/alex-colville,Alex Colville,Canadian,[ http://www.alexcolville.ca/ ],,,,,,[ http://en.wikipedia.org/wiki/Alex_Colville ]
1795,,"[Precisionism, Photorealism (Super-Realism, Hyper-Realism)]",1921,"Adelaide, Australia",20 June 2013,,,,[painting],,,https://uploads5.wikiart.org/images/jeffrey-smart.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jeffrey-smart,Jeffrey Smart,Australian,,,,,,,[ http://en.wikipedia.org/wiki/Jeffrey_Smart ]
1796,,[Harlem Renaissance (New Negro Movement)],22 February 1888,"West Chester, Pennsylvania, United States",06 July 1946,,,,[painting],,,https://uploads8.wikiart.org/temp/e54da1ca-6d37-4a2c-ad7a-1f01a55e1eb2.jpg!Portrait.jpg,,,https://www.wikiart.org/en/horace-pippin,Horace Pippin,American,,,,,,,[ http://en.wikipedia.org/wiki/Horace_Pippin ]
1797,,[Harlem Renaissance (New Negro Movement)],1901,"Florence, South Carolina, United States",1970,"Central Islip, New York, United States",,,"[painting, printmaking]",,,https://uploads8.wikiart.org/temp/16e819cf-4a81-4324-9f8f-41fe36f17b01.jpg!Portrait.jpg,,,https://www.wikiart.org/en/william-h-johnson,William H. Johnson,American,,,,,,,[ http://en.wikipedia.org/wiki/William_Johnson_(artist) ]
1798,,"[Harlem Renaissance (New Negro Movement), Outsider art (Art brut)]",02 September 1911,"Charlotte, North Carolina, United States",12 March 1988,"New York, New York, United States",,,[painting],,,https://uploads8.wikiart.org/temp/b55a67e2-6b75-4130-b2b4-fac0f774739d.jpg!Portrait.jpg,,,https://www.wikiart.org/en/romare-bearden,Romare Bearden,American,,,,,,,[ http://en.wikipedia.org/wiki/Romare_Bearden ]
1799,"[American Artists School, New York City, NY, US]","[Social Realism, Harlem Renaissance (New Negro Movement)]",07 September 1917,"Atlantic City/ New Jersey, United States",09 June 2000,"Seattle, Washington, United States",2000.0,,[painting],,"[genre painting, portrait]",https://uploads2.wikiart.org/images/jacob-lawrence.jpg,,,https://www.wikiart.org/en/jacob-lawrence,Jacob Lawrence,American,,,,,1938.0,,[ http://en.wikipedia.org/wiki/Jacob_Lawrence ]
1800,,[Harlem Renaissance (New Negro Movement)],17 October 1955,"Birmingham, United States",,,,,[painting],,,https://uploads2.wikiart.org/00113/images/kerry-james-marshal/1-16-icon-kjm-opener.jpg!Portrait.jpg,,,https://www.wikiart.org/en/kerry-james-marshal,Kerry James Marshal,American,,,,[www.artsy.net],,,[ https://en.wikipedia.org/wiki/Kerry_James_Marshall ]
1801,,"[Abstract Art, Regionalism]",04 January 1877," Lewiston, Maine, United States",02 September 1943,"Ellsworth, Hancock County, Maine, United States",1943.0,,[painting],,,https://uploads8.wikiart.org/temp/988e0b95-24a9-4180-ab5a-5fe2ba6bd9d0.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marsden-hartley,Marsden Hartley,American,,[Stieglitz group],,,1908.0,,[ http://en.wikipedia.org/wiki/Marsden_Hartley ]
1802,"[Académie Julian, Paris, France, Black Mountain College, Black Mountain, NC, US, Art Students League of New York, New York City, NY, US]",[Regionalism],15 April 1889,"Neosho, Missouri, United States",19 January 1975,"Martha's Vineyard , United States",,,[painting],,,https://uploads8.wikiart.org/temp/cb8b2f78-8891-4dc4-b1d3-594d29d75909.jpg!Portrait.jpg,,[Jackson Pollock],https://www.wikiart.org/en/thomas-hart-benton,Thomas Hart Benton,American,,,,,,,[ http://en.wikipedia.org/wiki/Thomas_Hart_Benton_(painter) ]
1803,"[Académie Julian, Paris, France, School of the Art Institute of Chicago (SAIC), Chicago, IL, US]",[Regionalism],13 February 1891,"Anamosa, Iowa, United States",12 February 1942,"Iowa City, Iowa, United States",,,[painting],,,https://uploads8.wikiart.org/temp/cce71f8d-6c00-48ac-8abe-091fdafbc975.jpg!Portrait.jpg,,,https://www.wikiart.org/en/grant-wood,Grant Wood,American,,,,,,,[ http://en.wikipedia.org/wiki/Grant_Wood ]
